,PER,JOR,BLR,BRN,GIN,NLD,JAM,CSK,MAC,ITA,MHL,ETH,TUR,CYP,BHR,GEO,ESP,SVN,SLV,VCT,ZWE,YEM,ARG,LIE,CHN,LCA,LBY,MAR,PRY,COD,CYM,BEL,BGR,VEN,KOR,AUS,ARM,FRA,MDG,BOL,DNK,YUG,MWI,SDN,FIN,GUF,TTO,KGZ,LBN,ABW,PHL,URY,KAZ,SWE,BRA,CZE,UKR,ISL,COK,BHS,HRV,LBR,FRO,OMN,VNM,KWT,ZMB,HUN,ATG,GLP,AZE,ECU,JPN,HND,POL,MUS,THA,SVK,BMU,DEU,IRN,CHL,CMR,ISR,TZA,LUX,SYR,CHE,RUS,PYF,PNG,ROU,TUN,CAN,IRQ,SGP,EST,USSR,VUT,SWZ,TCD,MLI,NIC,CRI,SAU,COL,TWN,UGA,GHA,CCK,LKA,DOM,EGY,BRB,SUR,NGA,TCA,CIV,GRL,IDN,GUY,DZA,IND,HTI,NZL,MEX,KEN,ZAF,CUB,LVA,MRT,NCL,AUT,MYS,UZB,HKG,KNA,VGB,GTM,USA,GRC,IRL,GBR,MMR,PAK,NOR,PRT,MCO,MTQ,SMR,AND,PAN,ANT,LTU,MLT,SEN,AIA,ARE,NFK,BLZ
1975,0.006484208690830938,,,,,0.026629158148526913,0.002968054782162717,0.017630917949382173,,0.028035622594143758,,,0.0028778368736792686,,,,0.016402568314037868,,0.0051623251457218935,,0.0017595288354116622,,0.00984742417253754,0.008293024986065068,0.002968054782162717,,0.0017595288354116622,0.0017595288354116622,,,,0.02071935297779463,0.012915989769248348,0.0017595288354116622,0.00940700243730261,0.02496977775651078,,0.0421610062959354,,0.0017595288354116622,0.021386762687529863,0.002968054782162717,0.0040463373881881905,0.0017595288354116622,0.021133959398508737,,0.0038201410879031635,,0.003968569769929398,,0.00536602387285379,0.0017595288354116622,,0.03350714829273957,0.010522261941537554,,,0.005138100611866345,,0.004941020406879179,,,,,0.002968054782162717,0.0017595288354116622,0.0017595288354116622,0.01297820957304946,,,,0.0038868340473077745,0.048255598211927195,0.0017595288354116622,0.013789005785324795,,0.0017595288354116622,,0.003992022026535478,0.0532738655164061,0.0065642682786784725,0.0040463373881881905,0.0017595288354116622,0.01598567153014296,0.0017595288354116622,0.009828204139649105,0.002968054782162717,0.031017301276200962,,,,0.010522156421851753,0.0017595288354116622,0.03775083567880566,,0.002968054782162717,,0.028425974408206465,,,,0.0017595288354116622,0.0017595288354116622,0.0017595288354116622,,0.004281209158204572,0.00979727676404184,0.0017595288354116622,,,0.0017595288354116622,0.002968054782162717,0.005089607796635354,0.004028152046887537,,0.002968054782162717,,,,0.0017595288354116622,,0.0017595288354116622,0.011195700706451869,0.0017595288354116622,0.00872715676234027,0.01433079021908246,0.0038238267326560394,0.015103159939361711,0.0017595288354116622,,,,0.0222663816598485,0.002968054782162717,,0.004440302330604965,,,0.002968054782162717,0.09382289264083703,0.007760296424387683,0.008953865227746832,0.044893902935995385,0.002968054782162717,0.0017595288354116622,0.02031469655686997,0.00976287356376302,0.00477696840836018,,,,0.006070819620327633,,,,,,,,
1976,0.006009683757606867,0.0018601314665401905,,,,0.02590999759567751,0.0018601314665401905,0.018397213375742544,,0.027329431558360155,,,0.0018601314665401905,,,,0.01919706494020621,,0.0030434217304823145,,0.005956275948549145,,0.007828222701792686,0.010184240631356641,0.0060654189041756176,0.0018601314665401905,,0.0018601314665401905,,,0.0030434217304823145,0.021367029585421905,0.010414069721436225,0.0018601314665401905,0.0041029628106723885,0.02339930493585218,,0.041321186287325354,,0.0038101977412313866,0.02334819706016714,0.006914596240108156,0.0030434217304823145,0.0018601314665401905,0.019435861182179246,,0.004157652510007723,,0.0018601314665401905,,0.0059455776714354295,0.0042465905192072455,,0.034901218066211104,0.007828328347687744,,,0.0018601314665401905,,0.008637992757581148,,0.0018601314665401905,,,,0.0018601314665401905,0.0018601314665401905,0.01716770341182238,,,,,0.04237591777132174,0.0018601314665401905,0.013126504690803894,,,,0.0038101977412313866,0.05374168355027357,0.006416159524647638,0.0028080638328576825,0.0018601314665401905,0.016844751676334365,0.0018601314665401905,0.010798555222745646,0.0018601314665401905,0.03126276107461018,,,,0.007488331972641693,0.0018601314665401905,0.03247455642616554,,0.0030434217304823145,,0.020994337232811258,,,,0.0018601314665401905,0.0018601314665401905,0.0030434217304823145,0.0038192952236118663,0.005501720491093499,0.018030550278586993,,,,,0.0018601314665401905,0.0030434217304823145,,,0.0030434217304823145,,,,0.0030434217304823145,0.0050593750698901,0.0018601314665401905,0.00956917444976749,0.004003255758332715,0.009460744211066248,0.013193182563258136,0.004003255758332715,0.01808671426626173,0.0018601314665401905,,,,0.02104607141183761,0.004758130107548878,,0.010161658131835751,,,0.0030434217304823145,0.09187403936739269,0.009438602266080324,0.01035879899034568,0.04855339475087296,,0.0018601314665401905,0.018760589314073112,0.0018601314665401905,0.006571532405957165,0.0018601314665401905,,,0.004794572237267706,,,,,,,,0.0030434217304823145
1977,0.005106540483989541,,,,0.0018187583156897592,0.02625481698442042,0.005712659975442581,0.01996636172611871,,0.0275158852091,,,0.0029581322482228117,,,,0.020326452573860555,,0.0038394080805873557,,0.0038394080805873557,,0.013098047704472883,0.010524919071527743,0.003877540266353305,,0.0018187583156897592,0.006506012428441331,,,0.0029581322482228117,0.016249538415416983,0.012487033411996898,0.0018187583156897592,0.0038840690566308345,0.01967003948365224,,0.04171757713809295,,0.0046987997876687644,0.016201524288803653,0.006654670597870456,,0.0018187583156897592,0.02097855259842146,,0.0035640051927174217,,0.0018187583156897592,,0.008548800801453905,0.0018187583156897592,,0.029806688086328966,0.007744726539017451,,,0.0018187583156897592,,0.004968342369679335,,,,,,,,0.012709362750909444,,,,0.0018187583156897592,0.04432732251417329,0.0018187583156897592,0.012134155082071805,,0.0018187583156897592,,0.004032727226059959,0.04976270108231676,0.0039326027331977225,0.003877540266353305,0.0018187583156897592,0.0155289958311374,0.0018187583156897592,0.008946029826600928,,0.034611747999704956,,,0.0038394080805873557,0.010005145926676333,0.0038840690566308345,0.03288534905825543,0.0038840690566308345,0.006054294953141307,,0.026693389039026925,,,,0.0018187583156897592,0.0018187583156897592,0.0038394080805873557,0.0029581322482228117,0.005400775382552088,0.015242332111338434,0.0018187583156897592,0.0036555269066630685,,0.0038394080805873557,,0.0018187583156897592,0.0029581322482228117,,0.0018187583156897592,,0.0029581322482228117,,0.0018187583156897592,0.0029581322482228117,0.0029581322482228117,0.009005538703346808,0.0018187583156897592,0.008826130927709704,0.010609010768260981,0.0018187583156897592,0.013989998347847475,0.0052385389873011445,,,,0.020730024579832983,0.005975596454937603,,0.007332429908864634,,,0.0029581322482228117,0.09650282764704728,0.007580607406278479,0.008010994694889735,0.04466080625335436,0.0018187583156897592,0.0018187583156897592,0.02236204826202241,0.007913284131556507,0.005765751810958697,0.0018187583156897592,,,0.0035336138399086297,,,,0.0018187583156897592,,,,0.0018187583156897592
1978,0.001920475706246174,0.004868852255192331,,,,0.027144968663366513,0.0030232655813043274,0.01701293530649893,,0.027974435674777774,,,0.005578495371638216,,,,0.014009372014687813,,0.004025739442740521,,0.0030232655813043274,,0.008240044569132451,0.00808033478344447,0.001920475706246174,,,0.0030232655813043274,,,,0.019016024648726162,0.014023481572220128,0.005611780094348328,0.005670737442670421,0.02220707076419136,,0.03513388318239223,0.004416508231178194,0.002763588518697984,0.01788111187060849,0.00635055000314761,,,0.017629643196949686,,0.006725560088263855,,0.0061363201165229595,,0.008673809988198996,0.001920475706246174,,0.030092275036588397,0.009954244112336197,,,0.004030347951238843,,0.013804887050771469,,,,,,,0.001920475706246174,0.014606260310689985,0.005503220486677498,,,0.001920475706246174,0.041663446379014646,0.0030232655813043274,0.01366054270522966,,0.001920475706246174,,0.001920475706246174,0.05189806241096072,0.00461097901974074,0.004588974139512373,0.001920475706246174,0.01663453632992573,,0.011505389338178912,0.001920475706246174,0.03302095564768864,,,0.001920475706246174,0.00813831947002231,0.001920475706246174,0.0359013787178772,,0.0046993366448901275,,0.02333740106461944,,0.0030232655813043274,,,0.0030232655813043274,0.004025739442740521,0.001920475706246174,0.004450740982619315,0.008658648961086413,,,,,0.0030232655813043274,0.001920475706246174,,,0.004030347951238843,,0.001920475706246174,,0.0030232655813043274,0.001920475706246174,,0.010308041346423148,0.001920475706246174,0.01888343010280999,0.01113020984406257,0.001920475706246174,0.017565391350493464,0.004873347230928193,,,,0.020296440244192526,0.004827624630218611,,0.01047838866745806,,,0.001920475706246174,0.08952813547581089,0.004845627227288027,0.012821479150859813,0.05095079996086459,0.0050328218126750365,0.001920475706246174,0.01883291363553048,0.006013512189890911,0.007992094589217123,,,,0.0050328218126750365,,,,,,,,0.001920475706246174
1979,0.005718483061410728,,,,,0.02446113396640332,0.0019651556435167894,0.015405334631234245,,0.03555196739439313,,,0.004875652120890529,,,,0.01723828312359193,,,,,,0.010270826325530292,0.005799997636363912,0.003222183520817265,,,0.0019651556435167894,0.00419224876021368,,0.003222183520817265,0.02214445994420926,0.007630449866560222,0.008220838416687366,0.004824623051084072,0.01833826310982623,,0.03886086470903065,,0.0019651556435167894,0.017249951678538985,0.006274203749668656,,0.0019651556435167894,0.01713542660938393,,0.003222183520817265,,0.0019651556435167894,,0.005902676948061068,0.0019651556435167894,,0.025479222064024344,0.0153106224485546,,,0.003962303457269618,,0.009816206714818951,,,,,,0.0019651556435167894,,0.016852140096202946,0.003962303457269618,,,0.003222183520817265,0.05353258256186404,0.0019651556435167894,0.010709420481772607,,0.003222183520817265,,0.004283671422866418,0.049950193946150835,0.004722977436398873,0.0019651556435167894,,0.017304050345610344,0.0019651556435167894,0.014705570188975682,,0.027910716766926975,,0.003222183520817265,,0.007695761776721343,0.026184979185570518,0.031344664760555904,,0.0019651556435167894,,0.02407596470282171,,,,0.0019651556435167894,0.0019651556435167894,0.005075573461043733,0.0019651556435167894,0.00588504527225307,0.016019066185660957,,,,0.0019651556435167894,0.0019651556435167894,0.0019651556435167894,0.0019651556435167894,,0.0019651556435167894,,,,0.0041932391610488735,0.0019651556435167894,,0.007472543239683523,0.00398285749994652,0.012404581051806604,0.020245356211814714,0.0019651556435167894,0.01750593017176887,0.007881906781780587,,,,0.018366356885195948,0.003222183520817265,,0.01302597186902434,,,0.0019651556435167894,0.09464350062055327,0.008884907646487436,0.008752250868508721,0.03668955473190451,0.005026613079754301,,0.015899463712601845,0.0019651556435167894,0.00398285749994652,,,,0.0019651556435167894,0.003222183520817265,,,0.003222183520817265,,,,
1980,0.0017263330679826055,0.0017263330679826055,,,,0.021338948640936672,0.003534369759666599,0.015906880436583424,,0.032781952500270016,,0.0017263330679826055,0.0028604926546365855,0.0028604926546365855,,,0.01771336878770693,,0.0017263330679826055,,0.0017263330679826055,0.0028604926546365855,0.007867618770562487,0.012303546892782815,0.0028604926546365855,,0.0017263330679826055,0.0017263330679826055,,,0.0017263330679826055,0.016895840000899703,0.0137798220495201,0.007681689959255944,0.006488561703575707,0.02743301619325651,,0.038043366673062504,,0.003227339638552102,0.018375484503306144,0.011870861916813566,,,0.02469420931250361,,,,0.0017263330679826055,,0.0017263330679826055,0.0017263330679826055,,0.02747108602782483,0.010898331243231828,,,0.0017263330679826055,,0.00744623818374906,,,,,0.0017263330679826055,,,0.018755372853362897,0.0017263330679826055,,,,0.05144765718149164,0.0017263330679826055,0.012262762592937144,,0.0028604926546365855,,0.024633848680782236,0.048391512358706514,0.004448479181011003,0.006905343810423216,0.0017263330679826055,0.013673302783103282,0.0017263330679826055,0.008649133740517479,,0.03831036450655861,,,0.003590233652582017,0.007704537054075667,0.006287392602065414,0.02933177853360621,0.004484684138769979,0.00455141132834439,,0.02725189647854531,,,,0.0017263330679826055,0.0017263330679826055,0.0035705747174255746,0.0028604926546365855,0.0028604926546365855,0.01672868881378058,,,,0.0017263330679826055,0.0017263330679826055,0.0035083193915534145,0.0017263330679826055,,0.0034534566994493866,,,,0.0017263330679826055,0.0017263330679826055,0.0017263330679826055,0.004476957008470591,0.005266701471803723,0.013261509997248774,0.013395589605376543,0.0035705747174255746,0.01848521330224097,0.002829451505959475,,,0.0028604926546365855,0.018139411627896666,0.0017263330679826055,,0.008874660330854838,,,0.0017263330679826055,0.08672655031974462,0.005306088751860302,0.008965326427144255,0.03926129637329171,0.0017263330679826055,0.0017263330679826055,0.017351295742145393,0.0035705747174255746,0.0054135536534364575,,,,0.0028604926546365855,0.0038775342233143767,,,,,,,0.0017263330679826055
1981,0.0029057373602714154,0.0017056028217214705,,,,0.025106188410091254,0.0017056028217214705,0.011012607324699566,,0.028900452677584173,,,0.003864646982639057,,,,0.01509455161935881,,0.0017056028217214705,,0.0017056028217214705,0.0017056028217214705,0.007471956631644719,0.009742899974008342,0.005514680742170915,,,0.0017056028217214705,,0.0036016120936245713,0.0017056028217214705,0.02151973244665901,0.012812728763662433,0.007171006696493799,0.008588571806541366,0.027683278416978364,,0.03610807087973654,0.0017056028217214705,0.0017056028217214705,0.019207231487561028,0.005375501277454547,0.003632128469526134,,0.016343190005488742,,0.007377526128224755,,0.004473784149598383,,0.005441165422400914,0.0017056028217214705,,0.023670582015691825,0.012985196609304755,,,0.0017056028217214705,,0.010278610861525896,,0.005154682388182076,,,0.0017056028217214705,0.0017056028217214705,,0.01779501065931427,0.0017056028217214705,,,0.0017056028217214705,0.04964122735186545,0.0017056028217214705,0.015478378960504233,,0.004803365463655397,,0.00651628906243592,0.048596211654571966,0.0040950591395788735,0.0029057373602714154,0.0017056028217214705,0.019876966816826706,0.0017056028217214705,0.011675049662276364,,0.027836623255002163,,0.0017056028217214705,,0.006975993148505415,0.004570846950542474,0.02794990524039213,,0.006526938622012537,,0.024308696411915732,0.0029057373602714154,,,0.0017056028217214705,0.0017056028217214705,0.00687111434726905,0.0029057373602714154,0.004063968119400348,0.01891827405811224,0.0017056028217214705,0.0017056028217214705,,,0.0023147399886807958,0.004318632561848808,0.0017056028217214705,,0.005420492618828132,,,,0.003632128469526134,0.0017056028217214705,0.0017056028217214705,0.00837553827867247,0.0029057373602714154,0.014745091841956572,0.01327837598064164,0.0017056028217214705,0.020094504012854588,0.0017056028217214705,,0.0017056028217214705,,0.019778599964818417,0.0017056028217214705,,0.012456069742086219,,,0.0017056028217214705,0.09177787462822388,0.00924425237631386,0.008501313476918765,0.04102180247808608,0.0017056028217214705,,0.01823789323918668,0.005362244404461187,0.005994362813696955,,,,0.0017056028217214705,,,,,,,,
1982,0.0018186945148353983,0.0018186945148353983,,,,0.030858045905661293,0.0018186945148353983,0.012876587213033702,,0.02697844100803766,,,0.0018186945148353983,0.00493133876169835,,,0.01730809637511594,,,,0.0018186945148353983,,0.014911268372656841,0.010272410772346741,0.0018186945148353983,0.0018186945148353983,,0.0018186945148353983,0.004721650924752874,,0.006912401544380105,0.018859106670791027,0.011092721300749455,0.00829615631490645,0.009766318123299379,0.02059760434402722,,0.042946020621891054,,0.0018186945148353983,0.02131804721250708,0.00809468629576503,,,0.020136726102048502,,0.0018186945148353983,,0.00313727300854535,,0.005030469274407758,0.0018186945148353983,,0.027106227783186325,0.010320099481366857,,,0.0018186945148353983,,0.004854993226808895,,,,,0.0018186945148353983,,,0.018585216253426073,0.0018186945148353983,,,,0.054062869585736,0.0018186945148353983,0.015315293661731256,,0.0018186945148353983,,0.008340771108991958,0.05503644151918628,0.0018186945148353983,0.003946509308746907,,0.017710725173036776,,0.011468267283974964,0.0018186945148353983,0.027794659271483783,,,,0.0038052070580565076,0.007116417030375972,0.03237134043408116,,0.0039861360663602866,,0.020016834135077263,,,,0.0018186945148353983,0.0018186945148353983,0.00313727300854535,0.0018186945148353983,0.005295358730410504,0.017192103992301547,,,,,,0.002863027722882869,0.0018186945148353983,,0.0018186945148353983,,0.0037997572975171537,,0.00313727300854535,,0.0018186945148353983,0.007007081908676952,0.005835079629787742,0.016714087126014774,0.01727949979796888,0.0018186945148353983,0.017701722677910873,0.0018186945148353983,,0.0018186945148353983,,0.01834406429130355,0.003946509308746907,,0.009589231172252,,,0.0018186945148353983,0.08997874381931005,0.011460701180867531,0.012995745737849049,0.04226011138541061,,0.004251025522363033,0.0150337873379744,0.005121825329069466,0.008474503032434934,,,,0.00313727300854535,0.0018186945148353983,,,,,,,0.0018186945148353983
1983,0.003913338666436755,,,,,0.02590392196731875,0.0017034020423055516,0.014631750111627963,,0.027079528304522104,,,0.0017034020423055516,0.0017034020423055516,,,0.012833038492226556,,0.004701507665871076,,0.003938439151207531,,0.01122499225054589,0.008774429555136121,0.004052875015424793,,0.0017034020423055516,0.0031958948307382173,0.0031958948307382173,,0.021046246339184175,0.022077098778637068,0.010219879391351848,0.007314066214078263,0.019235204176618687,0.02514300961999637,,0.03629224969965028,,0.0017034020423055516,0.020017417329066475,0.006643789893069896,0.0017034020423055516,,0.020025803644478025,,0.0017034020423055516,,0.0017034020423055516,,0.004587458334033689,0.0031958948307382173,,0.025377188584670415,0.010893841744616918,,,0.0031958948307382173,,0.00710844418691733,,0.004348465222777554,,,0.0017034020423055516,,0.0017034020423055516,0.018121976962011867,,,,,0.05287992144110814,0.0017034020423055516,0.010053717637622136,,0.004770318851123329,,0.007174348293165075,0.044358930921225614,0.0017034020423055516,0.0017034020423055516,,0.01904628499999658,0.0031958948307382173,0.013216126258457549,,0.029118749175754775,,0.0017034020423055516,,0.0023520346927518353,0.0017034020423055516,0.03812414827843898,,0.005854078057910413,,0.02508431925357614,0.0017034020423055516,,,0.0017034020423055516,0.0017034020423055516,0.0017034020423055516,0.006494902177434265,0.004584344105160402,0.01599058890255522,,,,,0.004561971316883039,0.0017034020423055516,0.0017034020423055516,,0.0017034020423055516,,,,0.0017034020423055516,,0.0017034020423055516,0.012510896966611968,0.0017034020423055516,0.015692717410587326,0.012760763386534611,0.0017034020423055516,0.013084401048173867,,,,,0.020551326033234056,0.004052875015424793,,0.009142448500809558,,,0.0017034020423055516,0.10710440204908976,0.006338738189030861,0.009722598975745029,0.03128528576091962,0.0017034020423055516,,0.01733895613896197,0.007770519775902632,0.0031958948307382173,,,,0.0031958948307382173,,,,0.0017034020423055516,,,,0.0017034020423055516
1984,0.0017838343207834384,,,,,0.026890439215561973,0.0029869782963663173,0.01427877948629159,,0.031557548050809535,,,0.0029869782963663173,0.0029869782963663173,0.0029869782963663173,,0.013058169407658086,,0.0017838343207834384,,0.0017838343207834384,,0.010328849657423466,0.01149684138295834,0.00665215601159911,,,0.0029869782963663173,0.0017838343207834384,,0.0017838343207834384,0.0221470907055258,0.011889819944760101,0.008097567273434407,0.012969131527663507,0.024914973369917128,,0.038339611626088996,,0.0017838343207834384,0.018964195143090907,0.012389905022731337,,,0.02005501811036767,,0.0017838343207834384,,0.0017838343207834384,,0.0029869782963663173,0.0029869782963663173,,0.029800075591631323,0.010412342411258567,,,0.003702586159499234,,0.004714828592882608,,0.0017838343207834384,,,0.0017838343207834384,0.0017838343207834384,,0.017631864253108018,,,,0.0017838343207834384,0.04716401929670623,0.0017838343207834384,0.00893934091115012,,0.005623449403565817,,0.0062451398851519945,0.043354930470846056,0.0017838343207834384,0.0039415410652822985,0.0017838343207834384,0.01944061409397396,0.0017838343207834384,0.01093243447272185,,0.029465448217061572,,,,0.006232974560585287,0.0045131579604731535,0.035378177964306326,0.0038926557243381963,0.007929210604190277,,0.019867506525562743,,,,0.0017838343207834384,0.0017838343207834384,0.0017838343207834384,0.0045331832806628026,0.006604328805819828,0.014977410038481014,,,,,0.004682491914760301,0.0070414851150063205,0.0017838343207834384,,0.0017838343207834384,,,,0.0029869782963663173,0.0017838343207834384,,0.007950836146028291,0.0017838343207834384,0.01645548049838293,0.012577273986909599,0.0017838343207834384,0.01629136973022257,0.0029869782963663173,,,,0.027702191748462838,0.0029869782963663173,,0.009164278224389831,,0.0029869782963663173,0.00452676324058362,0.09624326506117839,0.0051625812229483935,0.011593419324833792,0.03729996656747207,0.0017838343207834384,0.0017838343207834384,0.014858924182151375,0.003788156330003245,0.0053165333121411446,,,,0.0017838343207834384,,,,0.005195617638087919,,0.003801761610113712,,
